"x";"y"
0.0596;2.9965
0.0624;2.9499
0.0648;2.9033
0.0676;2.8566
0.0725;2.7876
0.0784;2.7029
0.0857;2.6131
0.0909;2.5492
0.1003;2.4508
0.1118;2.3385
0.1188;2.2815
0.1254;2.2297
0.1317;2.1848
0.139;2.1399
0.1477;2.0915
0.1561;2.0518
0.1645;2.0155
0.1756;1.9741
0.1864;1.9396
0.1976;1.9085
0.2129;1.8705
0.2275;1.8377
0.2443;1.8031
0.2599;1.7737
0.2735;1.7478
0.2882;1.7219
0.2986;1.6995
