"x";"y"
0.0669;2.9971
0.0763;2.8568
0.0856;2.7314
0.0949;2.6207
0.1042;2.5251
0.1135;2.4435
0.1229;2.3679
0.1322;2.2935
0.1415;2.2264
0.1508;2.1703
0.1602;2.1243
0.1695;2.0839
0.1788;2.0465
0.1881;2.0128
0.1974;1.9828
0.2068;1.9557
0.2161;1.9303
0.2254;1.9053
0.2347;1.8816
0.2441;1.8596
0.2534;1.8388
0.2627;1.8179
0.272;1.7968
0.2814;1.776
0.2907;1.7562
0.3;1.7381
